ID,Is_Lead
AGHSTJWF,0.0343
N4JSC96B,0.0398
ZCOLXXJ7,0.5586
6QYV3AE4,0.0397
GPEVQNHV,0.0222
E58BLEXD,0.9539
EERG7LYU,0.0325
AXAZNWPM,0.0331
EAYVMZQQ,0.9401
M2WXGTS6,0.2329
ATHPQRYV,0.1411
CJUCWRH5,0.0221
S7VVNHS7,0.033
JQWZZQBR,0.7001
CO7AF67H,0.6507
EPRYDVWD,0.0207
B9KGQTY6,0.0239
QRBM7MAP,0.7303
FJSJARUD,0.0252
9WEFOMSY,0.0331
DKNM5ESY,0.0316
CAJNENFJ,0.7009
EP3DLNMK,0.0212
QSYTOUAF,0.147
CZDGN2YR,0.0224
MFBTBKAH,0.0223
J5822SJ9,0.0975
963TSY5F,0.0238
58VWCJAH,0.2396
XBTG9IA2,0.0354
BWZFHN8K,0.0257
MGIVDKPH,0.0936
NLBBEABX,0.2452
5252S74O,0.6974
RPTEDEYK,0.0172
SNXCCG9C,0.6496
KSYSWSQE,0.0387
AO5DHQPW,0.0351
LBNPUXTD,0.0566
EBXWSSS3,0.7354
3QTHOMGF,0.0323
ZGZBH2PC,0.0359
QFGLGEU4,0.1941
FKKO7AFC,0.7063
8AXT77OD,0.2194
FDWHMMR9,0.0148
5FAU2JCL,0.163
TI2MUJVP,0.0406
NN6H6GBZ,0.0395
MGKVVGCU,0.0237
WCZEBVUS,0.0553
HOVHVRQX,0.3561
ANRVTTT5,0.2026
M5ZBJHYK,0.9191
2TPE4UP9,0.0354
R5ESLXBE,0.1541
FXVJHFQZ,0.1546
F6UEU5KF,0.0305
YXVTGPTZ,0.0436
I5PS9RJJ,0.0222
TLMJZHHH,0.0152
9HYFZCKC,0.0142
N9432MWN,0.0387
8PKEUDDX,0.0285
6FEPYFYN,0.1399
DYKBUACQ,0.1586
AA3XB5YA,0.7069
CFOFVING,0.0139
9GI8VGRV,0.0489
TYFVM5PJ,0.2482
DKQURTMX,0.0356
7ZNY6V83,0.1248
HJNDH9WD,0.0224
4CAFH3G9,0.0212
FNQLST4B,0.021
742NGHAE,0.03
UWTSP2YH,0.024
ITA4G3WD,0.0551
RGAFRTUG,0.7495
UXBXKAO2,0.0207
FUJCEBQU,0.1072
96VW7YTK,0.9629
ANE8XDCC,0.045
G2JKVPA3,0.0377
4PDSK8JE,0.1321
4TKS88KA,0.1361
XEBNRZXZ,0.1779
W577GRDF,0.7174
JB39HKWZ,0.6203
B8FJQABA,0.0217
2NBCMPSM,0.9382
GWUE8FAN,0.0264
EBCV4KEC,0.014
2LP9Z3NS,0.0239
B79XZQTL,0.6899
78XJS6E4,0.0214
WYTYEZXC,0.0161
PD7QTCY4,0.8717
MVDIT46L,0.0209
XZG4IAMX,0.6753
Y9D2WJ5H,0.9541
KJJVHCFG,0.0734
9GG7SG5U,0.018
AMHCSE9Z,0.1274
DADQPMYW,0.0218
YDS2ZSXK,0.02
Q9YRZCKA,0.2219
C3QCKO7F,0.0447
BBKDRW3H,0.021
TVNHTGLF,0.0312
Y62MCWEF,0.021
NYMW8MJJ,0.0327
RNXZQMJD,0.0233
FMNSPEEE,0.0141
6HBIDCDR,0.0206
3XYAYMCG,0.4587
ACCTVSIO,0.0213
8PMZHYK9,0.6651
MQZ6VQLW,0.0458
MB4NWKKF,0.0414
Z97JFGCC,0.0146
H8XVAZID,0.0242
CTBUDPFV,0.016
EJDUHU3V,0.0143
WP4RH5DT,0.1352
M7MVO6XB,0.0239
FE52XG9Q,0.1318
E6KQQAGM,0.6753
YVZ8AUC4,0.666
FNVCDZP3,0.0249
TFZDG57T,0.0149
YFFTAQDM,0.0312
2C9JX3RM,0.6764
22HCYEF9,0.0346
N7QEPCIY,0.0221
FYU6RNBP,0.7889
C9URDVPB,0.0229
7JMWX7MH,0.0182
CQYC7P4N,0.7468
5VDJGJF6,0.0367
XDWVZHNZ,0.1293
4ACRCIPN,0.0315
CXBI4EUC,0.0227
MJUKNQXF,0.1826
JZ4WH9RR,0.0201
RZWIX4SN,0.7351
8KEYZUAR,0.0367
J8TQQM5M,0.0149
79HJZKYT,0.124
7MKJ4EK9,0.0253
ZMICYUEB,0.0314
HDT2J5KW,0.0216
MG6IDNW8,0.1349
VTTHL6ZF,0.0232
DZXHDAKP,0.0321
6WVFIR3H,0.0216
BL62Y4YL,0.0207
BMNRFUZN,0.0267
HEDQDYJN,0.9468
VACVNDJC,0.0207
BMY9RPJI,0.7328
HHGVADKY,0.0269
9KCOTCGB,0.5834
LBL8QTNA,0.7002
PZVKTK2A,0.0669
YTNETFWX,0.1222
BGJPDPKS,0.6819
7KURLXEA,0.1585
NBNUZJXY,0.023
FTFAUB9B,0.2456
KGGDK3PZ,0.034
NCC58CFR,0.028
UKSDNPPE,0.0215
NUHKNXDK,0.0199
7QXWYNSH,0.0557
IDMFNNCE,0.0288
8WSPAWVY,0.0334
ZRAK6VBU,0.7383
VQNDWFN3,0.0351
Q4YHXMBF,0.0215
AEGEZ35B,0.0198
ZXJW7SA7,0.7027
HWZAWNZZ,0.0324
G5M7AECZ,0.0435
HJVC4UME,0.0241
5OKLKZBS,0.0224
6EUVFCAD,0.0265
M4OXUWMN,0.1393
BSWWGPGX,0.7056
HVUTTPXW,0.0228
QXKPNAKB,0.0353
WWPGY9BF,0.0213
DXWSX3SN,0.039
VDQUYEMS,0.0158
B8VSRWYX,0.0249
AJTQCCND,0.1781
OABIEF4F,0.1474
S3UNWD9X,0.0281
OTJBV2VS,0.0221
BITDGGQ8,0.3252
BDJ7KSR5,0.2308
JZDAMXQV,0.0211
WMRVF2MJ,0.6962
2P7O7QDQ,0.0893
8MDEEDLF,0.0155
JWSEFXMS,0.0249
RHKPWNBM,0.0141
RAQ5RI9D,0.6123
OHJ4ARED,0.6753
MTEN3XYO,0.0219
4RCF4RT8,0.021
KLPMFJUP,0.228
OC7752NQ,0.0278
24ESJ5JR,0.0348
W8IXIN9I,0.7052
KNYXPPJY,0.9615
TT9L9COH,0.1214
DBMC2U6S,0.1358
HXUTVSYY,0.0416
POF8HWWX,0.355
WS2VMXWQ,0.0221
C2M7STD8,0.1437
AMBNDETW,0.0883
MV44Q5YQ,0.0251
W9THFYHE,0.7526
BSSZGCGJ,0.0281
CK4F7LMW,0.112
7QYJJXXQ,0.0205
ZUQLZ3GF,0.0996
PQWUBRQC,0.0207
FA6QMBTA,0.0213
UHBJKJY2,0.0451
VXMAAHBP,0.1271
AABXWPC6,0.1521
CHILEPVN,0.0323
V7JZZNYK,0.0392
YNF3KGNH,0.3342
KBMG5FAR,0.0219
NAXXU7MD,0.7013
NIGDYCGR,0.0214
GYEBJKUE,0.1285
ESRM6MIA,0.032
TJKRZQKZ,0.0206
I2DVFN37,0.0204
HCYAMENS,0.0187
Q5AH9HMG,0.0643
X6EEFAIJ,0.0211
6ORKAN3Q,0.0201
RE9EHVTN,0.115
QS9FY4OE,0.0324
5YD3AFVM,0.2434
VWCYNHWX,0.0175
KUGG5HJT,0.3139
5W8YGJJJ,0.0291
4CQCNDIP,0.2633
FUGHGRKX,0.0221
RX38NEMS,0.7582
9X9MNDSC,0.1192
FAHHHYSG,0.0355
RKMMFDH4,0.033
G3WBVR3P,0.0216
GOL8EHWQ,0.1573
EM2PHJZZ,0.0258
FAQAQOSG,0.0559
MURQBDDS,0.0344
X8W5KHOP,0.0149
VC6QIUY4,0.0341
QCNHT4LO,0.1208
SSWTAYD6,0.7894
MAHPKZTM,0.6941
NJCUUPSD,0.0356
8C43W5XE,0.0324
7D8ZO2WV,0.0356
EGVTAGGR,0.0391
DQYYKKGY,0.1199
MVUFBJ85,0.0219
MYEVQYZV,0.23
APHKYHDB,0.1176
BXIRVYIV,0.0239
LMD5M4QX,0.0935
RYZDU9O7,0.0202
VQTAHEUQ,0.034
9XTUHXFR,0.0377
BMOVGKJE,0.0205
YXSS7HBC,0.1247
6CPS9TC4,0.0151
MJSXBY6R,0.1405
5UGR6FCD,0.0198
EMBJHMK6,0.0275
UOYJPIER,0.6141
2FQATKHT,0.943
49HRHC7V,0.1285
CYOJTM2C,0.0331
CBXABSSV,0.0217
KSESLP9G,0.0368
RUCMNPS6,0.6932
AES2GBJT,0.021
F6VWP3KQ,0.2811
5RMZUFRW,0.0332
EYSJGFBT,0.1322
5BJYV9JT,0.6851
KYD8VJQ5,0.6049
4NVCRAYD,0.036
4EECTEAV,0.0316
ELNY5SSK,0.0212
DXTJTCJT,0.7464
AQKLGRLF,0.2105
PJUGGU7Z,0.029
ZMG4VMNO,0.0145
PN8EKMAJ,0.0225
4TSRY2BB,0.021
ISSUVRPO,0.6373
DXDCZP2D,0.0459
FQGON3JK,0.0366
ETNC2KSP,0.1716
I25UPVI2,0.2198
6Z3SXEAU,0.022
MZXMWKK8,0.0225
GYKRRE8H,0.1565
A3T7RYWP,0.0214
GCMKW2UP,0.0225
B6TABLGM,0.6674
JK8BTEQS,0.0201
UFJJICYB,0.6441
7MSOP48U,0.0347
ZDEZT7B2,0.1285
XTBZ9VBT,0.0193
VG2UOWK2,0.02
7EVKRUPE,0.14
O6A74BIL,0.2064
BIITFNIM,0.0327
3F3BCBKA,0.0328
AMK6JS9T,0.0199
CL28QQFH,0.1308
MFLZAPTK,0.0372
ANEMWFQU,0.0143
MTO3DWQZ,0.0179
TTGLPD8L,0.1097
VCVCRVGV,0.0217
QM3YHCBH,0.0746
MGGTMM3M,0.1156
SW4YQJGR,0.0334
32CACKSN,0.0206
SU8ZMC3Z,0.0387
ZGGNL9HM,0.1341
ELCYYSVX,0.0248
TLWEOVR8,0.0235
TINOVZDI,0.0219
P88EHDQQ,0.1141
JHDRCTX6,0.6348
OPVPOZ6H,0.0278
5YAP36UT,0.7892
EIZ4UD5R,0.048
VPCRGHSY,0.0339
NMDJTBTO,0.0207
DKLYCOW3,0.0207
CQUJGWCP,0.2285
JB3XDCOB,0.1585
RHCSMWIR,0.9145
JV6WXPHU,0.1351
PJRH9VN7,0.7237
9BLLFPRV,0.0277
GB4FVZ4V,0.0149
92S265OC,0.0139
AS4K3TP4,0.0219
USGNQGT4,0.1231
YXYZZEDT,0.1426
WFDMJMMY,0.0214
GVJ4PBKE,0.0326
3WAPHGLA,0.1419
MKMADQSF,0.0204
URNH9UM9,0.1718
XYEY5JNQ,0.0209
KDCV3H9W,0.1364
8MT4373D,0.0203
NWMVFNXV,0.0786
WSSDG7SN,0.1255
AAPQW6B6,0.0215
EVZN8C3S,0.1333
48CZLU5N,0.9552
HX3G3QH3,0.0208
VYQ8JZHE,0.0204
BBPEKGMW,0.0226
7VDYZARZ,0.1733
5PBCRIXK,0.0324
NX9SYXFB,0.015
JCEEFAXJ,0.0338
CV6N8GVE,0.0361
FGDZ4WXN,0.0377
GUXZEYYJ,0.0272
MM3WFBCS,0.0337
CEQZFYJV,0.0286
TVJ6WZWP,0.0376
D5B5PCAU,0.0477
TKP7UL7P,0.0149
D76FVGGW,0.6928
25Z2XBDX,0.0225
KSJ6YQ2N,0.11
BVAX2KJM,0.0341
HOMZ6JYU,0.8106
MWK4HCD3,0.0196
GBJYAYXS,0.0729
XUGNTQUC,0.019
UZMG4P7M,0.0553
85JR9N2W,0.0346
ZIW64NYU,0.0339
HRMW3QFP,0.128
ENTGUMKY,0.018
DWZSKHEH,0.0404
KURFWKME,0.9406
WRCQ7UHF,0.0334
NRVBFSAB,0.0241
4KCYKZU9,0.7198
MPS5APXN,0.0319
AKKCNSGH,0.0338
CSKPA8KX,0.0141
VD7WMPM8,0.1165
FWAL4BVM,0.2323
KRKPHDPE,0.9631
JOMMCOAV,0.0315
5SMS4UZY,0.6081
ICTB9NCF,0.0213
BTCQ7GZV,0.0207
OHF9FZ2P,0.0213
6UGHSFKX,0.0204
CVTZQCU8,0.0291
FLFBJKFC,0.045
HNMDPPQ3,0.0464
BRRTJ27M,0.0222
JEAABX4C,0.0219
XO8DNY3B,0.0228
QAJHEMBW,0.3861
OJHZYSNV,0.1263
PT5PZ62R,0.1335
PZY33IWI,0.0405
NDCTXNCF,0.0442
JNZRU7YJ,0.033
TOG4ZBAJ,0.0236
79BBVEQV,0.0363
7CGE3TPW,0.0293
EEJVES9O,0.7865
GKBWHEMU,0.6483
UK7C7CWN,0.033
6XGJVFWC,0.0214
8U8NTKVP,0.2022
7VV5NJNS,0.2091
KB9U8FXU,0.0213
A8YBS3YW,0.0438
6O3D3QYO,0.7377
CECTW9G4,0.9425
MWAF6GSY,0.0356
CZFLGMSD,0.719
RARP4V9R,0.0337
EWRSSFEV,0.0876
POBBY8Z2,0.033
HUDOKNCY,0.0284
QPVMT7M4,0.105
5KSWYZNR,0.195
2X5JBN5S,0.0211
7DXEMXTM,0.0235
JW6UTPBK,0.0327
SOHI9BNZ,0.0342
GXYBZF27,0.1793
6FJTGNX3,0.0317
SZZH3H9M,0.0365
FTQDAAAS,0.0703
KSZQCJKM,0.6308
QQ75PRZX,0.0205
AY9NQ49N,0.1161
J46LTZCV,0.02
5ZKFGZQI,0.131
ACNCRWTK,0.1152
IWZU5MVK,0.0356
CHQDPVQF,0.0303
8ZROBGH5,0.0468
ICQGL5GB,0.021
KQT6ZCGR,0.0287
GFMDQ4SZ,0.0143
KAWZ9X8Z,0.0316
DPFKAKFR,0.0357
TB4HFHM3,0.6534
SPTWDMAZ,0.016
GD6KGRVU,0.3627
YX3GD9AI,0.0216
DUEWDBKV,0.1708
AZSCTF7W,0.045
95XG7UQC,0.0191
MLIHHLVB,0.028
LVYPPGU4,0.133
VTZTNE7M,0.136
LGCBOAVN,0.0565
XKVV7MDN,0.039
GADVHH8F,0.0258
3UESSZ84,0.1354
DDKUX5E2,0.0256
GE4BWXN9,0.0429
WDGFSX2B,0.7498
BUYSANOD,0.0314
ADPJ8AEM,0.0344
AK8H4ZRJ,0.0734
CHN7MC2R,0.0204
TZJZ5LTC,0.0329
RAPACHHV,0.2644
AVEVN4GV,0.0215
GWJX3GAB,0.1402
LPROPBHP,0.127
KVKNC4JW,0.0336
Q3RBAUJ4,0.9453
7SCEZNP6,0.0348
CHVHRFXD,0.1172
UCKP69EE,0.68
W7MVMWAH,0.0419
KQCXMGUA,0.0386
TZLLKZCV,0.0213
KSHPHXAI,0.0203
EMYWFBDJ,0.604
ICBEENAH,0.023
4DLXPDZL,0.021
5O3DY7XP,0.1214
ACPASM4F,0.2553
CE3NV7HH,0.1349
ICFDA8WT,0.0378
CFYP9HAR,0.0233
BGW3ZLXN,0.1525
DR376SMJ,0.0352
BVAUDTQC,0.0355
FEEMARRS,0.0223
3TNG6IZZ,0.0185
CLKPXYO5,0.0834
FDVECP3W,0.025
WDS8QZPL,0.0283
JGXPYJ3X,0.0285
VMKRI26S,0.0142
HT9MMAUR,0.0338
KTHURRRN,0.0201
NMYNZIXT,0.0202
ANKMCVQS,0.0321
9XJC58EM,0.1156
BISGRTSE,0.9406
WZRNWOCW,0.0232
WXAANYVT,0.0322
DQPSY6FT,0.0142
MTFP9AT4,0.02
E9MXTVEG,0.032
BVIWIJVC,0.7799
WW7RFDPQ,0.0361
SCJW8WG5,0.7416
PTGBDELK,0.0215
XHITYMZ9,0.0369
2WBMEFQ2,0.0385
FETNTSDJ,0.1602
ZGBPJT35,0.2189
DTSVHAUE,0.0164
GV5LKYYS,0.0216
CHC2UGSF,0.02
6GSTDDDY,0.0205
ADPE42PM,0.0142
EPHMG26W,0.5977
Z3DK9J82,0.7243
XV6UTUT3,0.0231
UEL9OFBW,0.6746
IURADZIZ,0.2877
RWADAPRM,0.6955
4PMRG8ZT,0.0355
CTRUSAUU,0.0517
UCFLAARR,0.2253
QQQWJ6JU,0.0149
2CGMMHEB,0.3428
2EY9T4FX,0.0248
ENPTVCHS,0.4385
Z3POYCQ6,0.0318
XZYCP3EH,0.115
ECK8QBJU,0.0222
ZWZUDD4F,0.0236
O5PPTDCM,0.0329
QC4FEWEF,0.0332
4ZPSNXSR,0.1217
D26PESG6,0.0226
FTD95YYI,0.0354
HAY8CECU,0.2162
GVTRHHF8,0.0233
NUJFGFNY,0.0214
RE2CNIAV,0.0224
RESCCD7Y,0.0182
HEKRMM9Y,0.0222
LWS4AEJG,0.2299
DQALTKZB,0.0321
AG2GOQG2,0.1179
H8ZY6PGT,0.7278
CFTMHVHC,0.0162
FJH4UGBO,0.0145
7FSB6ROJ,0.1303
JAOYYPVZ,0.2317
X4CH6GRE,0.0307
H7V3KL5A,0.0332
GUN6YN2K,0.6631
B2HB7TRB,0.1398
HVSJPBKA,0.1248
W4F9XHS5,0.0204
T4J6JGWY,0.0588
CIHJSRGR,0.0767
7V4GDEGH,0.0202
H6VJEUW3,0.0279
DXCWFU27,0.0377
GMM55NPQ,0.0472
3MEBBJIP,0.0208
MZNZQQ5F,0.0218
GCQGAHVT,0.0293
EIUPEJKU,0.0339
4AAQGKRA,0.0229
BCIDA2U2,0.0425
2BACRB3R,0.0343
BNVWVR3U,0.0957
KI24KGZZ,0.0346
MBNZARKH,0.0204
UUM6CUKT,0.1491
B5QDRTE3,0.7397
COSOVRAD,0.2304
RF7UOE5F,0.6777
K58DKERB,0.6098
3SPBA9R8,0.0159
KBCE3JPO,0.0326
2YUW52UL,0.9349
VZ7U6OOE,0.2052
HQ5LHEUB,0.0341
C4ST5CBF,0.9402
8H7VIFPE,0.7428
KNBPZMGO,0.0378
BAXVEKDH,0.0246
MMDZAG3D,0.2245
VVQZVFUC,0.7014
4AXE2QTY,0.203
CUGCGNKC,0.1984
7K2GBUSU,0.0402
BRFTKEME,0.8031
AQJ3UZX4,0.0195
CQ4ONDGU,0.8837
S9LAAW8V,0.021
THUZDNZC,0.7531
LGBMKMKY,0.2123
CZDVQPDQ,0.1072
9WZTWJJ7,0.0273
NAOJUCKS,0.9027
BVXRTRHL,0.0204
9HCFME6Q,0.0222
AQMFDGOM,0.2757
BVS4S25E,0.1946
MKCWEJ49,0.0152
A3EVEFPQ,0.032
66XHRDMI,0.0216
7ATFZVNN,0.0249
QSUPQ5PA,0.0208
BQUBETE2,0.0797
HCPZVD4X,0.0398
JNKKGR2R,0.0268
NWACR9XU,0.0215
YLNEAKHT,0.0279
SW4KJKY5,0.0139
KMPGGU9Z,0.235
ARVWHPRD,0.0369
SDEGJ22E,0.0403
FPKKNNMK,0.2655
K4GTDNBO,0.016
4RVCBUKD,0.0429
NGUQAITY,0.0381
EEGXGQT5,0.0318
58FUQPVW,0.1321
PWU7843Y,0.021
HJUCQ34R,0.7517
NSV2HOHY,0.1128
8VAFWXVG,0.0408
JWQ5XW6D,0.021
7Q7DFBKM,0.0221
NEAUWQOR,0.0218
YH4FZCV7,0.0368
ENDKJ993,0.2015
7K66VHQB,0.9199
DB2JFHJE,0.0192
RU2Y8BMJ,0.023
K5GQBMT7,0.0335
AR2KUANK,0.114
EAPLDUSD,0.03
BKFRQSKC,0.0183
JQAOXGBD,0.0313
SHWRGPMV,0.0215
GVTUDOPM,0.0217
VVBWKAYD,0.0329
JNFOTTNJ,0.0212
9QKDUCAJ,0.2076
9S5TSFVH,0.0339
CYYXFV5F,0.0365
F72VZVD4,0.461
NK5TGBZB,0.0479
YOE47DXW,0.9558
KH3RVOC7,0.1381
CWVSV2AP,0.0286
KR5VSQVA,0.0242
NWX6ZSXW,0.0157
7WI5FBQB,0.0169
LKGDWFX2,0.2353
2YSSR7U4,0.7028
FVQYO6FD,0.0191
AEHBGZES,0.0396
27AEQ8UN,0.0581
CGIWIAYS,0.0322
YUTHWX4G,0.0361
DGVPYGKK,0.0235
HFY9YJE8,0.7225
QMICCMGD,0.0256
MGPQD2SA,0.145
KSCV2YUB,0.0398
GW44WZXK,0.0212
HCGZBJTX,0.0353
28GLLMRZ,0.1237
FA7EKMMX,0.2358
6PORCFWQ,0.0325
JHJQOZZ6,0.5686
PSNVXMGP,0.0206
EKSDEZOQ,0.162
5HVVJRMM,0.7126
BYBXRXR8,0.0274
JGFQBTYM,0.7526
KFNTDXFZ,0.0529
QWBKPPU6,0.1173
NGAGM9NT,0.0375
6776DLUR,0.7077
M3ZQZMA9,0.0324
8VDYMFHH,0.0138
LDOYG7OJ,0.0205
KESKFMAJ,0.0143
DEH5OST5,0.0347
AME9K7MY,0.0206
CBLAQHSR,0.9476
FRQ44GPI,0.096
NNIM8HUB,0.0329
5EWM9UPU,0.0325
NX8KHGPK,0.744
VDEHWZWK,0.0354
66YUNOQJ,0.0235
5WHTWNYD,0.0741
QGJKYXT3,0.0212
CGZ2RPGC,0.1339
8W2ANWWL,0.3508
OUJGDWEG,0.7443
4E4ERFBV,0.0341
VV23A4NT,0.0239
F59WU3SY,0.1308
XKTWWNVR,0.0215
VMQUQQKU,0.0288
SRF4HFYX,0.0449
H93W6HE4,0.7307
DU7LKBLS,0.02
2FWPAHRX,0.0454
XDY396QX,0.0205
BMGENSRR,0.025
HQPYWJWP,0.0351
LTYZP8RH,0.0212
7BIVUIFD,0.7033
Z7NYIJ8P,0.1527
FPVRWVKG,0.0217
CVGOCFXY,0.0139
FXHMWZJR,0.023
GNXFM83P,0.0204
8ODQZNNJ,0.0322
WSZNVYQ5,0.0199
IPS9CU92,0.7877
FBBBX3HI,0.0139
3WWHRRXL,0.0195
IYOB4DEK,0.0215
DO2YLVX3,0.3433
LH7MBA5E,0.0152
N4UHQ2OW,0.0389
MHRFNGFY,0.0325
KQ39RV2P,0.0217
Y7G4GDQW,0.2503
XJINHADN,0.0212
6D7WCWCC,0.1758
NNFTDPHG,0.0436
NNG96XRM,0.634
YDIFWJQQ,0.3131
EVB3JMYV,0.0186
FQYFD4PA,0.0281
EOPW9RQZ,0.0291
X5YRVFIT,0.0389
EVAKZKFP,0.147
KUI6DEZN,0.0265
BDLCYX8L,0.0272
J9FK54DC,0.6019
NEB7VQUS,0.036
JEZIT7EJ,0.1428
9BHRBCTS,0.2006
ARBEGGLS,0.0328
NTEUW7SP,0.2543
YZVX2WIT,0.2426
7Q25OK2J,0.1355
CA5CLE6V,0.0318
JQ25FSL9,0.2073
EZCNYAVY,0.0236
CVX6WXAQ,0.02
B7KTAZIV,0.1387
KCVTSJE4,0.0177
UUXTOXUM,0.1086
DI5JNRBZ,0.6521
UNV2D4GM,0.6277
NZC2PMZF,0.0991
4PVNHA8A,0.6274
RYYULSXD,0.0206
CDLDTD6I,0.7469
CUTK97ZX,0.0214
CGRIR5CJ,0.0291
JUQGOWRA,0.0206
22FGGHHI,0.7117
XTEYYBMU,0.0357
EHA2XYJR,0.0221
ZSMWASNU,0.0374
49ABXXSC,0.1413
KGG8KPJJ,0.0231
4X7H5QX9,0.033
YR2CY2WW,0.6574
IJMYFERI,0.0207
HENMOD9U,0.0305
OXW9AF9Q,0.1406
FS8MWTX2,0.7139
HPVPDVH3,0.0189
K3XDEQV2,0.0195
JUSQTVMC,0.0203
NR4Q2BQM,0.021
DFWPIVYK,0.1207
RNAANTUG,0.0319
GKX4MBBG,0.0363
DRWCXJPS,0.0208
8GZQ45HA,0.6922
FH6OZ3WG,0.1051
YPLX3TWG,0.6391
CV9WJYME,0.5952
JY3IWL5W,0.0197
MTGYCWZB,0.0381
KPDXBSAT,0.7288
OSYD6EXT,0.6572
CAVLVTNY,0.0248
NIFPIIRZ,0.0228
CRQCUQQC,0.0222
KRRZWPX3,0.0402
NB427RUC,0.1058
NXBNALLJ,0.0372
WITGPXNA,0.0207
IDNMFPMP,0.02
62QND6VT,0.2122
9DSIHSKA,0.1096
TWHQJABL,0.021
9KONGED8,0.0332
PSQSKQUT,0.0273
DWTNQU5L,0.0242
AOICXXR3,0.0339
G72YTAWS,0.5885
SSAKOQBZ,0.1391
PAMJF9PZ,0.0225
ASNEBCHY,0.0385
KJEAMCOR,0.2257
V6CP7T2Y,0.0214
PNXW4BAN,0.7254
NMPXBDPQ,0.7537
6SF8XBHN,0.1599
8TYWVXPU,0.0823
G2TY8EYH,0.1217
IGGSEV9L,0.0426
W2UGR3AA,0.6836
ZDPSHVFX,0.0327
TY4OXPPA,0.0339
ZNBAUMQY,0.045
W6EZ3XG5,0.0202
PWCVFGBL,0.0202
ZFEZR6FS,0.0229
F8PDD6JP,0.0197
RENU4VJG,0.0265
KFVUWQFJ,0.0676
CUATJNR6,0.1396
ZXNFCREP,0.1248
HZLHDUKS,0.0518
IN7VX3XC,0.6751
TXQTA7CY,0.669
ADG9KPN7,0.0325
NGHADTUT,0.0373
JASNDWOM,0.6537
K3G5YHBE,0.1566
BW5MYUV7,0.2145
H7GVRCU7,0.0347
JWBQJPWR,0.9323
9WEGCMUX,0.1216
6XLZADEI,0.0397
A4MET8P3,0.0341
7DCPBY2Q,0.0344
KHDDYNTD,0.0392
2EYYZWAC,0.7381
3UYOAPHB,0.2147
9FHSCXEC,0.034
GNHOPGJB,0.0209
INNJKVBK,0.1456
Z7VKPC3D,0.0401
YYISFYGJ,0.0216
RZDQ3OLP,0.1306
YOZP2RIC,0.0292
3CQQUAZP,0.1137
MRACZZ5F,0.0946
UN4Y3GMR,0.1101
ACLNVOLM,0.1142
6YUMZQSW,0.133
EMSGPZKP,0.0193
CHSYKWRD,0.0149
5XJZKM5A,0.0376
DPDCZCS4,0.0192
6BHTJXUG,0.0228
FVFYOQCX,0.0247
UVSJDPAJ,0.0371
9DVFG7MZ,0.2448
NWL8UZFK,0.0199
D4AINQED,0.0221
U7ME3BN5,0.2367
WTBZCTJZ,0.0208
AHHKK96J,0.0214
JAOT5GCZ,0.1372
3EADH3ME,0.1282
3NKMABVB,0.0394
CXTXNCVY,0.0389
SOZRZDSM,0.0149
W9HIELI8,0.78
DDFKFEEM,0.7282
C8XTVHRH,0.0216
6YUJJACH,0.0329
I7X6TUE6,0.1432
DDGHCEC3,0.6987
VHABZDGQ,0.0141
MGU6QGNA,0.2154
ZEXPJEMD,0.8798
C9NKRKZZ,0.0975
4VSAMRZD,0.0216
FOTS2XN7,0.0339
HX93ZGWZ,0.0159
UUJBTNBZ,0.0304
X2BBBXHN,0.0324
FN38F49B,0.0387
4JY6XAUP,0.1661
ZJDCWBR2,0.0303
DOFFHTVQ,0.0214
HRDQ7FYX,0.0252
MEK3INQS,0.0222
IPWSZYFV,0.7908
SJ236AJA,0.0414
5XBODITR,0.0282
PMWM9KXN,0.1364
D9USXJ7A,0.1147
ZKQ5LNDF,0.1256
KMGZCYFF,0.0202
MSQTDRQF,0.1408
8PXPIWOR,0.0213
2SCEGXDF,0.0227
M5EWQH5A,0.036
4KMMYL3H,0.0343
G4SIDDSI,0.023
KMJPVGEV,0.0229
KDZBWUJT,0.2469
E5D39SZK,0.0207
BJAQPQBV,0.0309
MHMWTLMR,0.0309
QSUOHBK3,0.036
ZR4YYGKN,0.1259
SBCPYUBP,0.0468
ESA9THPG,0.0294
M2HZRMZP,0.0204
J4QF3WXO,0.0153
TIKNHXKI,0.1916
7PVA6ERL,0.0406
NWECP4RU,0.0366
AQMI9YNS,0.0438
SJBFXDEE,0.0351
AZWRLMZM,0.0502
MHIOINFQ,0.0314
ZWURWOWS,0.7071
2FLXOXIV,0.0207
NKUCHP7I,0.0354
WXPRSXP8,0.0206
4UPGOPQC,0.0209
43Q6TRHO,0.0191
FP8VVFSK,0.1266
HTGTC3M2,0.018
7BMIFECX,0.0218
DHU8HQ4J,0.0378
B2YEHNPO,0.2311
CDTJNWNC,0.1347
BPMKSJET,0.0313
TJ8ZPHBF,0.0333
HYOZDFJT,0.0512
5MSDEPRD,0.129
K3YSEKKG,0.1616
YWAECSHD,0.0334
78PND3EO,0.0158
UW8FJNVO,0.0213
R5WSYCJU,0.7214
GUDBZMZW,0.028
W9YNW74T,0.0226
5NC5SUNK,0.0205
JFXXT5DA,0.0267
CR3CMYEH,0.0276
MUMXSUGG,0.1247
HD4KQAKC,0.1312
KUNP3HQ8,0.0202
PKCHNUM3,0.1346
OXDM6HRV,0.0399
94QQTEEC,0.0195
